Date,Open,High,Low,Close,Adj Close,Volume
2022-01-04 00:00:00,29098.41016,29323.78906,28954.56055,29301.78906,29301.78906,66000000
2022-01-05 00:00:00,29288.80078,29388.16016,29204.44922,29332.16016,29332.16016,78600000
2022-01-06 00:00:00,29136.75,29158.94922,28487.86914,28487.86914,28487.86914,71600000
2022-01-07 00:00:00,28711.5293,28813.08984,28293.69922,28478.56055,28478.56055,75200000
2022-01-11 00:00:00,28380.90039,28473.4707,28089.49023,28222.48047,28222.48047,73700000
2022-01-12 00:00:00,28449.5293,28814.31055,28427.59961,28765.66016,28765.66016,72500000
2022-01-13 00:00:00,28658.2207,28660.44922,28444.96094,28489.13086,28489.13086,69900000
2022-01-14 00:00:00,28246.99023,28252.96094,27889.21094,28124.2793,28124.2793,82100000
2022-01-17 00:00:00,28332.7207,28449.99023,28274.17969,28333.51953,28333.51953,54500000
2022-01-18 00:00:00,28451.33984,28690.33984,28129.66016,28257.25,28257.25,71300000
2022-01-19 00:00:00,27928.89063,27958.16992,27314.41016,27467.23047,27467.23047,84300000
2022-01-20 00:00:00,27401.42969,27882.5293,27217.58984,27772.92969,27772.92969,74000000
2022-01-21 00:00:00,27404.35938,27586.41992,27129.60938,27522.25977,27522.25977,72700000
2022-01-24 00:00:00,27258.44922,27627.59961,27203.33008,27588.36914,27588.36914,61000000
2022-01-25 00:00:00,27466.82031,27493.75,26890.93945,27131.33984,27131.33984,77000000
2022-01-26 00:00:00,27105.98047,27184.53906,26858.67969,27011.33008,27011.33008,60500000
2022-01-27 00:00:00,27139.88086,27193.58984,26044.51953,26170.30078,26170.30078,88700000
2022-01-28 00:00:00,26429.84961,26764.84961,26289.68945,26717.33984,26717.33984,76000000
2022-01-31 00:00:00,26690.59961,27134.57031,26541.65039,27001.98047,27001.98047,78300000
2022-02-01 00:00:00,27167.14063,27410.78906,27016.71094,27078.48047,27078.48047,81100000
2022-02-02 00:00:00,27302.99023,27564.61914,27289.16016,27533.59961,27533.59961,85200000
2022-02-03 00:00:00,27330.96094,27357.33008,27165.92969,27241.31055,27241.31055,81100000
2022-02-04 00:00:00,27095.90039,27455.98047,27075.99023,27439.99023,27439.99023,79600000
2022-02-07 00:00:00,27327.63086,27369.67969,27085.32031,27248.86914,27248.86914,77100000
2022-02-08 00:00:00,27318.30078,27461.33008,27280.25,27284.51953,27284.51953,76600000
2022-02-09 00:00:00,27488.65039,27633.09961,27405.88086,27579.86914,27579.86914,93500000
2022-02-10 00:00:00,27818.09961,27880.69922,27575.07031,27696.08008,27696.08008,82900000
2022-02-14 00:00:00,27305.91992,27325.5,26947.65039,27079.58984,27079.58984,79800000
2022-02-15 00:00:00,27183.56055,27205.19922,26724.91016,26865.18945,26865.18945,76200000
2022-02-16 00:00:00,27269.05078,27486.08984,27227.24023,27460.40039,27460.40039,64100000
2022-02-17 00:00:00,27431.41992,27438.74023,27080.91992,27232.86914,27232.86914,67800000
2022-02-18 00:00:00,26895.16016,27216.16016,26792.53906,27122.07031,27122.07031,63500000
2022-02-21 00:00:00,26771.58008,26998.4707,26549,26910.86914,26910.86914,52900000
2022-02-22 00:00:00,26515.44922,26550.14063,26243.73047,26449.60938,26449.60938,67300000
2022-02-24 00:00:00,26281.34961,26357.58008,25775.64063,25970.82031,25970.82031,93500000
2022-02-25 00:00:00,26213.19922,26481.59961,26160.18945,26476.5,26476.5,77600000
2022-02-28 00:00:00,26457.51953,26644.56055,26262.63086,26526.82031,26526.82031,91100000
2022-03-01 00:00:00,26836.74023,27013.25977,26821.75,26844.7207,26844.7207,74000000
2022-03-02 00:00:00,26532.19922,26585.30078,26313.7207,26393.0293,26393.0293,87700000
2022-03-03 00:00:00,26628.86914,26704.84961,26496.7207,26577.26953,26577.26953,74800000
2022-03-04 00:00:00,26421.84961,26421.84961,25774.2793,25985.4707,25985.4707,93500000
2022-03-07 00:00:00,25634.08984,25640.41016,25006.25977,25221.41016,25221.41016,105400000
2022-03-08 00:00:00,24974.34961,25291.33008,24767.33008,24790.94922,24790.94922,114700000
2022-03-09 00:00:00,24876.49023,25084.08008,24681.74023,24717.5293,24717.5293,91500000
2022-03-10 00:00:00,25108.4707,25720.31055,25099.84961,25690.40039,25690.40039,95200000
2022-03-11 00:00:00,25495.0293,25503.65039,24966.5,25162.7793,25162.7793,89600000
2022-03-14 00:00:00,25338.64063,25631.00977,25299.64063,25307.84961,25307.84961,72600000
2022-03-15 00:00:00,25228.5293,25441.66992,25219.13086,25346.48047,25346.48047,73200000
2022-03-16 00:00:00,25574.90039,25824.93945,25470.46094,25762.00977,25762.00977,82300000
2022-03-17 00:00:00,26170.38086,26702.93945,26152.89063,26652.89063,26652.89063,89600000
2022-03-18 00:00:00,26649.5,26862.42969,26592.98047,26827.42969,26827.42969,108200000
2022-03-22 00:00:00,27091.32031,27284.4707,27076.33008,27224.10938,27224.10938,98000000
2022-03-23 00:00:00,27606.78906,28056.19922,27604.36914,28040.16016,28040.16016,88200000
2022-03-24 00:00:00,27693.76953,28110.39063,27624.61914,28110.39063,28110.39063,71600000
2022-03-25 00:00:00,28338.81055,28338.81055,27946.78906,28149.83984,28149.83984,67400000
2022-03-28 00:00:00,28084.08008,28084.08008,27812.66992,27943.89063,27943.89063,65300000
